Accession Number,Date Received,ISBN,Author,Title of Book,Edition,Volume,Pages,Publisher,Place of Publication,Year,Program,Location,Call number from Sophia
3659,7/3/2018,9786218064119,"Salazar, Joseph T.",Basahin sa kultural na malayuning komunikasyon,,,392,National Commission for Culture and the Arts,"Intramuros, Manila",2017,Filipiniana,Filipiniana,FIL P 91.5.P5 B33 2017
3660,7/3/2018,9789710197637,"Samson, Lucena P.",Bayung Sunis,,,400,National Commission for Culture and the Arts,"Intramuros, Manila",2015,Filipiniana,Filipiniana,FIL PL 5994 H5 2015
3661,7/3/2018,20945159,Manila Studies Conference,Manila,,,308,National Commission for Culture and the Arts,"Intramuros, Manila",2016,Filipiniana,Filipiniana,FIL DS 689.M2 M314s 2016
3662,7/3/2018,22442782,Philippine Historical Association,Ang Paggamit ng mga agham panlipunan sa pagtuturo ng kasaysayan,,,167,National Commission for Culture and the Arts,"Intramuros, Manila",2012,Filipiniana,Filipiniana,FIL H 62 P55 2012
3663,7/3/2018,1163655,Philippine Historical Association,Historical Bulletin,,48,228,National Commission for Culture and the Arts,"Intramuros, Manila",2014,Filipiniana,Filipiniana,FIL DS 675.881 P544 2013
3664,7/3/2018,9789710197408,"Dy, Manuel Jr.",Napapanahonh panlipunang pilosopiya,,,200,National Commission for Culture and the Arts,"Intramuros, Manila",2014,Filipiniana,Filipiniana,FIL H 61.15 D994 2014
3665,7/3/2018,16565991,"Churchill, Bernardita & Gripaldo, Eden Manalo & Apilado, Digna",The movement for independence in the philippines (1896-1898),,,707,National Commission for Culture and the Arts,"Intramuros, Manila",2011,Filipiniana,Filipiniana,FIL DS 653 M869 2011
3666,7/3/2018,9789718142257,"Lico, Gerard & De Viana, Lorelei",Regulating Colonial Spaces (1565-1944),,,367,National Commission for Culture and the Arts,"Intramuros, Manila",2017,Filipiniana,Filipiniana,
3667,7/3/2018,20945159,Manila Studies Conference,Manila,,,234,National Commission for Culture and the Arts,"Intramuros, Manila",2015,Filipiniana,Filipiniana,FIL DS 689.M2 M314s 2016 c.2
3668,7/3/2018,9786218064201,"Gonzales, N.V.M",Ang mga hangin ng abril,,,247,National Commission for Culture and the Arts,"Intramuros, Manila",2017,Filipiniana,Filipiniana,FIL PS 9993 G643 W516 2017
3669,7/3/2018,9789718141489,"Remodo, Adrian",Ini an Sakuyang Hawak,,,49,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,
3670,7/3/2018,9789718141144,"Pesimo Jr., Honesto M.",Bagyo sa oktubre,,,110,National Commission for Culture and the Arts,"Intramuros, Manila",2008,Filipiniana,Filipiniana,
3671,7/3/2018,9789718141977,"Lobie-Nieva, Lourdes",Osipon,,,241,National Commission for Culture and the Arts,"Intramuros, Manila",2012,Filipiniana,Filipiniana,FIL GR 326.2.B55 N54 2012
3672,7/3/2018,9786218064232,"Pigafetta, Antonio",Unang paglalayag paikot ng daigdig,,,161,National Commission for Culture and the Arts,"Intramuros, Manila",2017,Filipiniana,Filipiniana,FIL G 420.M5 P622 1969
3673,7/3/2018,9789710197286,"Almario, Virgilio",Panitikan ng Rebolusyon (1896),,,204,National Commission for Culture and the Arts,"Intramuros, Manila",2013,Filipiniana,Filipiniana,FIL PL 6061 A162p 2013
3674,03/072018,9789710197217,"Almario, Virgilio",Mga Lektura sa panitikang popular,,,220,National Commission for Culture and the Arts,"Intramuros, Manila",2013,Filipiniana,Filipiniana,
3675,7/3/2018,9789710197279,"Cruz, Hermenegildo",kung Sino ang kumatha ng florante,,,219,National Commission for Culture and the Arts,"Intramuros, Manila",2013,Filipiniana,Filipiniana,FIL Pl 6063.81 C889 2013
3676,7/3/2018,9789719401117,"Factora, Miriam B.",Aweng ti kailokuan: The Musical Heritage of the Ilocanos,,,249,National Commission for Culture and the Arts,"Intramuros, Manila",2017,Filipiniana,Filipiniana,
3677,7/2/2018,,,Design and Architecture,,,95,Ortigas Foundation Inc.,Ortigas,2001,Gen. Ed.,Filipiniana,
3678,7/3/2018,1184504,National Commission for Culture and the Arts,Pananaw 7: Philippine Journal of Visual Arts,,,137,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL N 7327 P191 2007-2010
3679,7/3/2018,,Philippine International Visual Arts,PIVAF'09,,,,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL N7327 An51 2009
3680,7/3/2018,9786218064218,"Ba, Jin",Ang Piping Balalaika at Iba pang mga Kuwento,,,193,National Commission for Culture and the Arts,"Intramuros, Manila",2017,Filipiniana,Filipiniana,
3681,7/3/2018,9789718142226,"Veneracion, Jaime B.","Mariano Ponce y Collantes: Makabayan, Bayani",,,221,National Commission for Culture and the Arts,"Intramuros, Manila",2016,Filipiniana,Filipiniana,FIL DS 676.8 P6V46 2016
3682,7/3/2018,9789710197187,"Romualdez, Norberto",Bisayan grammar,,,252,National Commission for Culture and the Arts,"Intramuros, Manila",2013,Filipiniana,Filipiniana,FIL PL 5624 P665 2013
3683,7/3/2018,9789718141861,National Commission for Culture and the Arts,Bathalad-Ong Halad sa dagang: Wanang,,,115,National Commission for Culture and the Arts,"Intramuros, Manila",2011,Filipiniana,Filipiniana,
3684,7/3/2018,99789718141366,"Perez, Edward",Likhandula,,,156,National Commission for Culture and the Arts,"Intramuros, Manila",2007,Filipiniana,Filipiniana,FIL PN 2052 P47 2007
3685,7/3/2018,9789718141496,"Salvacion, Janis Claire",Siso Sakradang,,,39,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 6063 S71Sa38 2010
3686,7/3/2018,9789718141434,"Hipolito, Jerome M.",Oda sa tadik,,,44,National Commission for Culture and the Arts,"Intamuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 5584 H3.H611 2010
3687,7/3/2018,9789718141519,"Tuazon, Noel P.",Tanang namilit sa hangin,,,50,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 5649 T7T79 2010
3688,7/3/2018,9789718141441,"Lopido, Leonilo D.",Ha salog,,,26,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 6063 L412L881 2010
3689,7/3/2018,9789718141380,"Benosa, Sherma Espino",Dagiti Babassit nga alipugpog,,,49,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 5754 B44D34 2010
3690,7/3/2018,9789718141502,"Tiama, Aida Campos",Panagbiahe,,,50,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,
3691,7/3/2018,9789718141410,"Perez, J.V D.",Ang mga anak sang montogawe,,,54,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 6063P63 P415a 2010
3692,7/3/2018,9789718141465,"Mercurio, Phil Harold L.",Ayaw pagpudla an tuog,,,29,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 6063 M51.M539 2010
3693,7/3/2018,9789718141427,"Hacla, Marlon",May mga dumadaang anghel sa parang,,,39,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 6063 H31H116 2010
3694,7/3/2018,9789718141458,"Malaga, Jay G.",Duha ka tingog,,,42,National Commission for Culture and the Arts,"Intramuros, Manila",2010,Filipiniana,Filipiniana,FIL PL 6063 M51.M29 2010
3695,7/2/2018,9780962259241,Meera Lester,Writing for the Ethnic Markets,,,259,Ortigas Foundation Inc.,Ortigas,1991,Gen Ed.,Filipiniana,
3696,7/3/2018,9789718141755,"Jagmis, Noel Dengen Sr.",Tagbanuwa of palawan,,,64,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.T125 J27 2009
3697,7/3/2018,9789718141748,"Dulawan, Manuel",Kalanguya of ifugao,,,42,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.Kal14 D87 2009
3698,7/3/2018,9789718141687,"White, Rosalyn F.",Ibaloy of benguet,,,70,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.IB12W571 2009
3699,7/3/2018,9789718141717,"Lingga, Abhoud syed M.",Maguindanaun of pulangi,,,48,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688 M194 L75 2009
3700,7/3/2018,9789718141632,"Gariguez, Edwin A.",Alangan mangyan of mindoro,,,58,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.Al39 G232 2009
3701,7/3/2018,9789718141670,"Garming, Maximo B.",Kalinga of cordillera,,,76,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 668.Ka14 G 212 2009
3702,7/3/2018,9789718141618,"Alegre, Joycie D.",Abaknon of samar,,,88,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.Aba116 A366 2009
3703,7/3/2018,9789718141601,"Claveria, Corazon D.",Isnag of apayao,,,68,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 668.I84 C61 2009
3704,7/3/2018,9789718141694,"Osingat, Lasin P. Sr.",Bugkalot of nueva vizcaya,,,46,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.N5 O81 2009
3705,7/3/2018,9789718141571,"Toquero, Elena S.",Gaddang of isabela,,,60,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.G123 T62 2009
3706,7/3/2018,9789718141663,"Dangpa-Subagan, Cony C.",Kankanaey of benguet,,,46,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.K16 D157 2009
3707,7/3/2018,9789718141724,"De Juan, Alexander",Aklanon of panay,,,47,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.A31 D278 2009
3708,7/3/2018,9789718141656,"Sansait, Jose Rene M.",Ati of guimaras,,,42,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIL DS 688.A87 S229 2009
3709,7/3/2018,9789718141649,"Bara, Hannabal H.",Tausug of Sulu,,,52,National Commission for Culture and the Arts,"Intramuros, Manila",2009,Filipiniana,Filipiniana,FIC DS 688.S98 B223 2009
3710,7/3/2018,16551796,Sanghaya Resource Center,Sanghaya 2003: Philippine Arts Culture Year Book,,,133,National Commission for Culture and the Arts,"Intramuros, Manila",2003,Filipiniana,Filipiniana,FIL NX 95a.58 2005
3711,7/3/2018,16551796,Sanghaya Resource Center,Sanghaya 2004: Philippine Arts Culture Year Book,,,119,National Commission for Culture and the Arts,"Intramuros, Manila",2004,Filipiniana,Filipiniana,FIL N 9 Sa 58 2004
3712,7/3/2018,9780399256752,"Lu, Marie",Legend,,,305,The Asia Foundation,"Intramurous, Manila",2011,Fiction,fiction,FIC L96 2011 c.1
3713,7/3/2018,9780803739277,Cosimano Elle,Nearly Found,,,368,The Asia Foundation,"Intramurous, Manila",2015,Fiction,fiction,FIC C82 2015
3714,7/3/2018,9781625274496,"Kim, Chan W. & Mauborgne, Renee",Blue Ocean Strategy,,,283,The Asia Foundation,"Intramurous, Manila",2015,Entrep,Filipiniana,HF 5415 I53 K53 2015
3715,7/3/2018,9780451469014,"Bao, Karen",Dove Arising,,,324,The Asia Foundation,"Intramurous, Manila",2015,Fiction,fiction,FIC B22 2015 c1
3716,7/3/2018,9780451469014,"Bao, Karen",Dove Arising,,,324,The Asia Foundation,"Intramurous, Manila",2015,Fiction,fiction,FIC B22 2015 c2
3717,7/3/2018,9780399256752,"Lu, Marie",Legend,,,305,The Asia Foundation,"Intramurous, Manila",2011,Fiction,fiction,FIC L96 2011 c.2
3718,7/3/2018,9780399256776,"Lu, Mariel",A Legend Novel Champion,,,369,The Asian Foundation,"Intramurous, Manila",2013,Fiction,fiction,FIC L96 2013 c.1
3719,7/3/2018,9780399256776,"Lu, Mariel",A Legend Novel Champion,,,369,The Asian Foundation,"Intramurous, Manila",2013,Fiction,fiction,FIC L96 2013 c.2
3720,7/3/2018,9781595143228,"Mead, Richelle",The Ruby Circle,,,348,The Asia Foundation,"Intramurous, Manila",2015,Fiction,fiction,FIC M46 2015 c.1
3721,7/3/2018,9781595143228,"Mead, Richelle",The Ruby Circle,,,348,The Asia Foundation,"Intramurous, Manila",2015,Fiction,fiction,FIC M46 2015 c.2
3722,7/3/2018,9780078025495,"Richardson, Vernon J. & Chang, Janie C. & Smith, Rodney",Accounting Information Systems,,,350,The Asia Foundation,"Intramurous, Manila",2014,BSAIS,Filipiniana,
3723,7/3/2018,9780073523873,"Weaver, Richard II & Saundra Hybels",Communicating Effectively,11th,,426,The Asia Foundation,"Intramurous, Manila",2015,Gen Ed.,Filipiniana,
3724,7/3/2018,9780073385570,"Woloch, Nancy",Women and the american experirnce,5th,,628,The Asia Foundation,"Intramurous, Manila",2011,Gen Ed.,Filipiniana,
3725,7/2/2018,9780073532288,"Moore, Randy & Cotner, Sehoya",Understanding Galapagos,,,425,The Asia Foundation,"Intramurous, Manila",2014,Gen Ed.,Filipiniana,REF QH 198 G3M66 2014
3726,7/3/2018,9780077402327,"Beer, Johnston & Cornwell",Dynamics,10th,,1315,The Asia Foundation,"Intramuros, Manila",2013,BSCS,Filipiniana,TA 352 B39 2013
3727,7/3/2018,9780073380681,"Roberts, M.J",Signals and Systems,,,796,The Asia Foundation,"Intramuros, Manila",2012,BCSC,Filipiniana,TK 5102.9 R63 2012
3728,7/3/2018,9780872074781,"Fisher, Douglas & Frey, Nancy & Lapp, Diane",Text complexity raising rigor in reading,,,140,The Asia Foundation,"Intramuros, Manila",2012,Gen Ed.,Filipiniana,LB 1573F56 2012
3729,7/3/2018,9780077537074,"Thompson, Peteraf, Gamble & Strickland",Crafting & Executig Strategy,9th,,366,The Asia Foundation,"Intramuros, Manila",2014,BSEntrep,Filipiniana,
3730,7/3/2018,9780078779800,Mcgrawhill,Literature: American Literature,,,1365,The Asia Foundation,"Intramuros, Manila",2009,Gen Ed.,Filipiniana,
3731,7/3/2018,9780078779800,Mcgrawhill,Literature: American Literature,,,1365,The Asia Foundation,"Intramuros, Manila",2009,Gen Ed.,Filipiniana,LT 5111 G55 L584m 2009
3732,7/3/2018,9780073380308,"Gray, Gary L. & Costanzo, Francesco & Plesha, Michael E.",Dynamics: Engineering Mechanics,2nd,,765,The Asia Foundation,"Intramuros, Manila",2013,Gen Ed.,Filipiniana,
3733,7/3/2018,9780078110931,"Reck, Jacqueline & Lowensohn, Suzanne & Wilson, Earl",Accounting for Governmental & Nonprofit Entities,16th,,782,The Asia Foundation,"Intramurous, Manila",2013,BSA/BSAIS,Filipiniana,HJ 9733 W48 2013
3734,7/3/2018,9780451474643,"Forman, Gayle",If I stay,,,259,The Asia Foundation,"Intramurous, Manila",2009,Fiction,fiction,FIC F76 2009 c.1
3735,7/3/2018,9780451474643,"Forman, Gayle",If I stay,,,259,The Asia Foundation,"Intramurous, Manila",2009,Fiction,fiction,FIC F76 2009 c.2
3736,7/3/2018,9780451474643,"Forman, Gayle",If I stay,,,259,The Asia Foundation,"Intramurous, Manila",2009,Fiction,fiction,FIC F76 2009 c.3
3737,7/3/2018,9780525422945,"Forman, Gayle",Where she went,,,264,The Asia Foundation,"Intramurous, Manila",2011,Fiction,fiction,FIC F76 2011
3738,7/3/2018,9780078779763,Mcgrawhill,Literature: Course 2,,,889,The Asia Foundation,"Intramurous, Manila",2009,Gen Ed.,Filipiniana,PN 45 W631 2009
3739,7/3/2018,9780076614141,Mcgrawhill,Literature: Project Practice Book,,,249,The Asia Foundation,"Intramuros, Manila",2012,Gen Ed.,Filipiniana,
3740,7/3/2018,9780073402543,"Wardlaw, Gordon M. & Smith, Anne M.",Contemporary Nutrition,,,655,The Asia Foundation,"Intramuros, Manila",2013,BSTM,Filipiniana,QP 141 W 217 2013
3741,7/3/2018,9780077332587,"Karlan, Morduch",Microeconomics,,,571,The Asia Foundation,"Intramuros, Manilla",2014,BSEntrep,Filipiniana,HB 172 K36 2014
3742,7/3/2018,9780073519401,"Coulthard, Orwick and Scheeren",Microsoft Office 2013: Project Learn,,,,The Asia Foundation,"Intramuros, Manila",2014,BSCS,Filipiniana,HF 5548.4 M525 C67 2014
3743,7/3/2018,9780073519401,"Coulthard, Orwick and Scheeren",Microsoft Office 2013: Project Learn,,,,The Asia Foundation,"Intramuros, Manila",2014,BSCS,Filipiniana,HF 5548.4 M525 C67 2014
3744,7/3/2018,9780073519401,"Coulthard, Orwick and Scheeren",Microsoft Office 2013: Project Learn,,,,The Asia Foundation,"Intramuros, Manila",2014,BSCS,Filipiniana,HF 55548.4 M525 C67 2014
3745,7/3/2018,9780073518183,"Holcombe, Charles & Jane",Survey of: Operating Systems,4th,,496,The Asia Foundation,"Intramuros, Manila",2015,BSCS,Filipiniana,QA 76.76O63H64 2014
3746,7/3/2017,9780073516899,"O'Leary Timothy, Linda, Daniel",Computing Essentials,,,408,The Asia Foundation,"Intramuros, Manila",2015,BSCS,Filipiniana,QA 76 O45c 2015
3747,7/3/2018,9780076614141,Mcgrawhill,Literature: Project Practice Book,,,249,The Asia Foundation,"Intramuros, Manila",2012,Gen Ed.,Filipiniana,
3748,7/3/2018,9781259284267,"Losco, Baker",Am Gov,,,486,The Asia Foundation,"Intramuros, Manila",2015,Gen Ed.,Filipiniana,JK 276 L67 2015
3749,7/3/2018,9780078117039,"Podolefsky, Aaron & Brown, Peter J. & Lacy, Scott M.",Applying Cultural Anthropology: An Introductory Reader,,,303,The Asia Foundation,"Intramuros, Manila",2013,Gen. Ed,Filipiniana,GN 397.5 A68 2012
3750,7/3/2018,9780077729028,Mcgrawhill,Marketing,,,679,The Asia Foundation,"Intramuros, Manila",2016,BSEntrep,Filipiniana,
3751,7/3/2018,9780073376905,"Baltzan, Paige",Business Driven Technology,,,517,The Asia Foundation,"Intramuros, Manila",2015,BSEntrep,Filipiniana,HD 30.2 B357 2015
3752,7/3/2018,9781259550683,"Silberg, Amateis",Chemistry: The molecular nature of matter and change,,,1099,The Asia Foundation,"Intramuros, Manila",2016,Gen. Ed,Filipiniana,QD 33.2 S58 2012
3753,7/3/2018,9780078021411,"Bredbenner, Carol & Moe, Gaile & Berning, Jaqueline & Kelley, Danita",Wardlaw's Perspective in Nutrition,10th,,690,The Asia Foundation,"Intramuros, Manila",2016,BSTM,Filipiniana,Qp 141 W38 2016
3754,7/3/2018,9780077729028,Mcgrawhill,Marketing,,,679,The Asia Foundation,"Intramuros, Manila",2016,BSEntrep,Filipiniana,
3755,7/3/2018,9780077729028,Mcgrawhill,Marketing,,,679,The Asia Foundation,"Intramuros, Manila",2016,BSEntrep,Filipiniana,
3756,7/3/2018,9780078025617,"Whittington, Pany",Principles of Auditing & Other Assurance Services,,,827,The Asia Foundation,"Intramuros, Manila",2012,"BSA, BSAIS",Filipiniana,
3757,4/18/2018,9789710370122,"Ofelia T. Monzon, MD",AIDS in the Philippines,,,280,Power Books,Quezon City,2009,Gen. Ed.,Filipiniana,FIL RC 607 A26 2009
3758,4/18/2018,9789719410744,Raju Mandhyan,Pitbulls entrepreneurs: five ferocious insight that spell business success,,,104,Nat. Book Store,Mandaluyong City,2011,BSEntrep,Filipiniana,HB 615 M312 2011
3759,4/18/2018,9789719410744,Raju Mandhyan,Pitbulls entrepreneurs: five ferocious insight that spell business success,,,104,Nat. Book Store,Mandaluyong City,2011,BSEntrep,Filipiniana,HB615 M312 2011
3760,4/18/2018,9789719410744,Raju Mandhyan,Pitbulls entrepreneurs: five ferocious insight that spell business success,,,104,Nat. Book Store,Mandaluyong City,2011,BSEntrep,Filipiniana,HB 615 M312 2011
3761,4/18/2018,9789719410744,Raju Mandhyan,Pitbulls entrepreneurs: five ferocious insight that spell business success,,,104,Nat. Book Store,Mandaluyong City,2011,BSEntrep,Filipiniana,HB 615 M312 2011
3762,9/19/2018,,"Hechanova, Ma. Regina M",Understanding the Filipino worker and organization.,2nd.,,449,Blue Books,Quezon City,2014,Gen Ed.,Filipiniana,HD 58.7 U53 2017 C.1
3763,9/19/2018,,"Hechanova, Ma. Regina M",Understanding the Filipino worker and organization.,2nd.,,449,Blue Books,Quezon City,2014,Gen Ed.,Filipiniana,HD 58.7 U53 2017 C.1
3764,9/19/2018,9786214061679,"Maranan,Joved Maricar D.",Risk management for tourism and hospitality management,,,148,"Mindshapers Co., Inc.",Manila,2018,BSTM,Filipiniana,
3765,04/18/2018,399139540,Tom Clancy,Debt of honor,,,766,Nat. Book Store,Mandaluyong City,1994,Fiction,Filipiniana,FIC C52 1994
3766,04/18/2018,9781612383736,Rick Steves,Rome,,,459,Nat. Book Store,Mandaluyong City,2013,BSTM,Filipiniana,REF DG 804 S843 2013
3767,04/18/2018,9789719417002,Vicente B. Valdepeñas Jr.,Ateneo De Tuguegarao: The Jesuit School Up North A History of Generosity,,,540,Nat. Book Store,Mandaluyong City,2008,Gen. Ed,Filipiniana,FIL LG T8 V35 2008
3768,5/10/2018,,"Aduana, Nick L.",Fundamentals of accounting sole proprietorship accounting for service and,,,512,C & E Publishing,Quezon City,2014,BSA,Filipiniana,HF 5635 A191 2014
3769,5/10/2018,,"Aduana, Nick L.",Fundamentals of accounting sole proprietorship accounting for service and,,,512,C & E Publishing,Quezon City,2014,BSA,Filipiniana,
3770,5/10/2018,,"Saunders, Anthony, Cornett Marcia",Financial markets and institutions,7th,,762,Mc Graw Hill Education,New York,2015,BSA,Circulation,HG 4910 S28 2016 c.1
3771,5/10/2017,,"Saunders, Anthony, Cornett Marcia",Financial markets and institutions,7th,,762,Mc Graw Hill Education,New York,2015,BSA,Circulation,HG 4910 S28 2016 c.2
3772,10-May,,"Alata,Eden Joy Pastor",Understanding the self,1st,,174,Rex Book Store,Manila,2018,Gen. Ed.,Filipiniana,BF 698 A316 2018
3773,5/10/2018,,"Alata,Eden Joy Pastor",Understanding the self,1st,,174,Rex Book Store,Manila,2018,Gen. Ed.,Filipiniana,BF 698A316 2018
3774,5/10/2018,9789722386673,"Bulaong,Jr, Oscar G.","Ethics, foundations of moral valuation",,,144,Rex Book Store,Manila,2018,Gen. Ed.,Filipiniana,BJ 1025 B917 2018
